科室,排名,医院名称,官网URL,省份,城市
皮肤科,获提名,深圳市第二人民医院（深圳大学第一附属医院,https://www.szrch.com/,广东,深圳
皮肤科,获提名,海南省皮肤病医院,,青海,海南
皮肤科,获提名,海南省第五人民医院,,青海,海南
皮肤科,获提名,广东省中医院,https://www.gdhtcm.com/,广东,
皮肤科,获提名,广东医科大学附属医院,,广东,
神经内科,1,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
神经内科,2,中山大学孙逸仙纪念医院,,广东,中山
神经内科,3,中山大学附属第三医院,https://www.zssy.com.cn/,广东,中山
神经内科,4,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
神经内科,5,广东省人民医院,https://www.gdghospital.org.cn/,广东,
神经内科,6,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
神经内科,7,中山大学肿瘤防治中心,,广东,中山
神经内科,8,中山大学附属第六医院,,广东,中山
神经内科,9,海南省人民医院,https://www.phhp.com.cn/,青海,海南
神经内科,10,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
神经内科,获提名,广州医科大学附属第一医院,,广东,广州
神经内科,获提名,北京大学深圳医院,,北京,北京
神经内科,获提名,海口市人民医院,,海南,海口
神经内科,获提名,海南医科大学第一附属医院,,青海,海南
神经内科,获提名,暨南大学附属第一医院（广州华侨医院,,广东,广州
神经内科,获提名,广州医科大学附属第二医院,,广东,广州
神经内科,获提名,广西医科大学第二附属医院,https://www.gxmuefy.com/,广西,
神经内科,获提名,广西壮族自治区人民医院,https://www.gxhospital.com/,广西,
神经内科,获提名,中国人民解放军总医院海南医院,,青海,海南
神经外科,1,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
神经外科,2,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
神经外科,3,广东省人民医院,https://www.gdghospital.org.cn/,广东,
神经外科,4,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
神经外科,5,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
神经外科,6,中山大学孙逸仙纪念医院,,广东,中山
神经外科,7,海南省人民医院,https://www.phhp.com.cn/,青海,海南
神经外科,8,中山大学附属第三医院,https://www.zssy.com.cn/,广东,中山
神经外科,9,广州市红十字会医院,,广东,广州
神经外科,10,海南医科大学第一附属医院,,青海,海南
神经外科,获提名,广西壮族自治区人民医院,https://www.gxhospital.com/,广西,
神经外科,获提名,海南医科大学第二附属医院,,青海,海南
神经外科,获提名,广州市第一人民医院,https://www.gzhospital.cn/,广东,广州
神经外科,获提名,广东医科大学附属医院,,广东,
神经外科,获提名,北京大学深圳医院,,北京,北京
神经外科,获提名,深圳市人民医院,https://www.szhospital.com/,广东,深圳
神经外科,获提名,广州医科大学附属第二医院,,广东,广州
神经外科,获提名,中国人民解放军南部战区总医院,,广东,广州
神经外科,获提名,深圳市第二人民医院（深圳大学第一附属医院,https://www.szrch.com/,广东,深圳
神经外科,获提名,广东三九脑科医院,,广东,
小儿内科,1,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
小儿内科,2,广州市妇女儿童医疗中心,https://www.gzfezx.com/,广东,广州
小儿内科,3,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
小儿内科,4,深圳市儿童医院,https://www.szkid.com.cn/,广东,深圳
小儿内科,5,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
小儿内科,6,广东省人民医院,https://www.gdghospital.org.cn/,广东,
小儿内科,7,中山大学孙逸仙纪念医院,,广东,中山
小儿内科,8,海南省妇女儿童医学中心,,青海,海南
小儿内科,9,海南省人民医院,https://www.phhp.com.cn/,青海,海南
小儿内科,10,南方医科大学深圳医院,,广东,深圳
小儿内科,获提名,中山大学附属第三医院,https://www.zssy.com.cn/,广东,中山
小儿内科,获提名,中山大学附属第六医院,,广东,中山
小儿内科,获提名,海南医科大学第二附属医院,,青海,海南
小儿内科,获提名,深圳市人民医院,https://www.szhospital.com/,广东,深圳
小儿内科,获提名,海南医科大学第一附属医院,,青海,海南
小儿内科,获提名,广州市第一人民医院,https://www.gzhospital.cn/,广东,广州
小儿内科,获提名,广州医科大学附属第一医院,,广东,广州
小儿内科,获提名,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
小儿内科,获提名,北京大学深圳医院,,北京,北京
小儿内科,获提名,广西壮族自治区人民医院,https://www.gxhospital.com/,广西,
小儿内科,获提名,广东省妇幼保健院,https://www.e3861.com/,广东,
小儿内科,获提名,深圳市妇幼保健院,,广东,深圳
小儿内科,获提名,广西壮族自治区妇幼保健院,,广西,
小儿内科,获提名,广西医科大学第二附属医院,https://www.gxmuefy.com/,广西,
小儿外科,1,广州市妇女儿童医疗中心,https://www.gzfezx.com/,广东,广州
小儿外科,2,广东省人民医院,https://www.gdghospital.org.cn/,广东,
小儿外科,3,深圳市儿童医院,https://www.szkid.com.cn/,广东,深圳
小儿外科,4,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
小儿外科,5,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
小儿外科,6,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
小儿外科,7,海南省妇女儿童医学中心,,青海,海南
小儿外科,8,中山大学孙逸仙纪念医院,,广东,中山
小儿外科,9,广东省妇幼保健院,https://www.e3861.com/,广东,
小儿外科,10,广西医科大学第二附属医院,https://www.gxmuefy.com/,广西,
小儿外科,获提名,广西壮族自治区妇幼保健院,,广西,
小儿外科,获提名,海南省人民医院,https://www.phhp.com.cn/,青海,海南
小儿外科,获提名,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
小儿外科,获提名,中国医学科学院阜外医院深圳医院,https://www.fuwaihospital.org/,广东,深圳
小儿外科,获提名,中国人民解放军南部战区总医院,,广东,广州
小儿外科,获提名,海南医科大学第一附属医院,,青海,海南
小儿外科,获提名,深圳市人民医院,https://www.szhospital.com/,广东,深圳
小儿外科,获提名,广州医科大学附属第一医院,,广东,广州
小儿外科,获提名,广西壮族自治区人民医院,https://www.gxhospital.com/,广西,
小儿外科,获提名,中山大学附属第三医院,https://www.zssy.com.cn/,广东,中山
胸外科,1,广东省人民医院,https://www.gdghospital.org.cn/,广东,
胸外科,2,广州医科大学附属第一医院,,广东,广州
胸外科,3,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
胸外科,4,中山大学肿瘤防治中心,,广东,中山
胸外科,5,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
胸外科,6,中国人民解放军南部战区总医院,,广东,广州
胸外科,7,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
胸外科,8,中国医学科学院阜外医院深圳医院,https://www.fuwaihospital.org/,广东,深圳
胸外科,9,广州市妇女儿童医疗中心,https://www.gzfezx.com/,广东,广州
胸外科,10,中山大学孙逸仙纪念医院,,广东,中山
胸外科,获提名,广西壮族自治区人民医院,https://www.gxhospital.com/,广西,
胸外科,获提名,高州市人民医院,,,
胸外科,获提名,海南省人民医院,https://www.phhp.com.cn/,青海,海南
胸外科,获提名,深圳市人民医院,https://www.szhospital.com/,广东,深圳
胸外科,获提名,广东省妇幼保健院,https://www.e3861.com/,广东,
胸外科,获提名,广州市第一人民医院,https://www.gzhospital.cn/,广东,广州
胸外科,获提名,中国医学科学院肿瘤医院深圳医院,https://www.cicams.ac.cn/,广东,深圳
眼科,1,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
眼科,1,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
眼科,1,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
眼科,1,广东省人民医院,https://www.gdghospital.org.cn/,广东,
眼科,2,海南省人民医院,https://www.phhp.com.cn/,青海,海南
眼科,3,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
眼科,4,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
眼科,5,中山大学肿瘤防治中心,,广东,中山
眼科,6,广州市第一人民医院,https://www.gzhospital.cn/,广东,广州
眼科,7,暨南大学附属第一医院（广州华侨医院,http://www.baidu.com/link?url=cLazimdJ1Do2A0PashOZSsVute7cJVzrUfaph0DEGunm7CucVkOwEDU-DTuTzSR4N59SArgct67kvtlTGVLMJ3rDzHBAaS7QknabkkoOEjqBdiLri3efg8ZK8MrzisJq7lpkeR3hgPh35-eKtWcEXVeZfzttdw-8tv_QHlogN0j8sSej0dom7J5op3FCk-A_3mmTfgEbyxESV4-qzurcac4wgp2lUonw9p0jPSSfYldEyEO_Y8yGN_PAIq9N25VrqRvYGdZn3aDzShI_Gp2rVbgYDufeKyrvXaUPxXA8s45mhFlK16uLKVY66KfjAnHyc6gkbZ7zbhSnbUJgF96IeMDVwhIC8pG6aaZX7O676oVCyJQ1VKti40E2pH6dPmZCT7qQUXVEvJmih8K-Ktolnw4nEdT6ed2mCJYLGj2EU7iJJfOVFHa5OV0MB-iVusTW1VLar2N9oJz0loPa98sCEMYUuQJPONoehd1zc7w42zPX4yXV5WfdRPp8U9ezDYyd1ReL-aZAf7-DyRNo842w2G4FeD-xx5rnh91UrbebVoapjvW0wj8q-1TCMMB9YglejQvJMkvQELulbgFRM06L_pGJf-jRm5IzHN8-aStUtFswZuxLZO1Q0TzCtaUvVGcTURuS9WYm-OknYLLRNpN5LpyFA0A50_Dae53_N49OfNW9fHbCmzbBU-A8NgWIVvh8Ya4_WrEy9K22KVq4RJUOBUic3D-RrDP86Bo5IVIMdFMtvxU8oTbsgJqp4yAkh-bxioJRWCIFjaABJShuKOrugwQFb4I7WFbcjYIfNCS8RlQQUxl8fppysTqEVGY6nl4MBSdu8Y2OWOmZkJXmzZpaTqHjCYZUSrBobjbhK1FHvYaGcG2U78MV8-cmcLY-IJ2VtSrWsaaHAM8xBlM7Ar4MThypqnsKHYMDLvwPmqY7fhe4DrCADE-bojGR8DyR8_uaUOaDjsDfYiBttXmRqUtFsFXOgVvOxhcXErMnSxP3aZlRTgy20Yz6dK4YEq58cCrAfojekVLaCcHOTWlQjoBaQrtDbu8iNoUdlZFuLIJFXq5-XnVUeVdfCWPAMtJjBjjQ9vgln1ahGC8tG6w5rtfpKKm8ynsPt0X-y1p6ajd2h1cMlsHr7hGixBtYJddnQWX6Kl9vCaHsJDvNpLR8ThKERFPpIDd2lFSOu-17TsKNtvIDNg5I-nYO5YPaJHhzwIHBnMDaW8rcyqVpehR7wLG4crZkzxl5kYv6-YOMMa1crv7lSJHcUsM237i4vlngJKKA,广东,广州
眼科,8,深圳市人民医院,https://www.szhospital.com/,广东,深圳
眼科,9,广州医科大学附属第一医院,,广东,广州
眼科,10,深圳大学总医院,,广东,深圳
眼科,获提名,中山大学附属第七医院,,广东,中山
眼科,获提名,中山大学孙逸仙纪念医院,,广东,中山
眼科,获提名,海南医科大学第一附属医院,,青海,海南
眼科,获提名,深圳市第二人民医院（深圳大学第一附属医院,https://www.szrch.com/,广东,深圳
肿瘤学,1,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
肿瘤学,2,中山大学肿瘤防治中心,,广东,中山
肿瘤学,3,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
肿瘤学,4,广东省人民医院,https://www.gdghospital.org.cn/,广东,
肿瘤学,5,海南省人民医院,https://www.phhp.com.cn/,青海,海南
肿瘤学,6,广西医科大学附属肿瘤医院,,广西,
肿瘤学,7,中山大学孙逸仙纪念医院,,广东,中山
肿瘤学,8,中国人民解放军南部战区总医院,,广东,广州
肿瘤学,9,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
肿瘤学,10,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
肿瘤学,获提名,汕头大学医学院第二附属医院,,广东,汕头
肿瘤学,获提名,广东省第二人民医院（广东省应急医院,,广东,
肿瘤学,获提名,暨南大学附属第一医院（广州华侨医院,,广东,广州
肿瘤学,获提名,海南医科大学第一附属医院,,青海,海南
肿瘤学,获提名,广州医科大学附属第一医院,,广东,广州
肿瘤学,获提名,汕头大学医学院第一附属医院,,广东,汕头
肿瘤学,获提名,北京大学深圳医院,,北京,北京
肿瘤学,获提名,广东医科大学附属医院,,广东,
肿瘤学,获提名,海南省肿瘤医院,,青海,海南
肿瘤学,获提名,中国医学科学院肿瘤医院深圳医院,https://www.cicams.ac.cn/,广东,深圳
肿瘤学,获提名,广州医科大学附属肿瘤医院,,广东,广州
肿瘤学,获提名,中山大学附属第六医院,,广东,中山
康复医学,1,广东省人民医院,https://www.gdghospital.org.cn/,广东,
康复医学,2,中山大学附属第三医院,https://www.zssy.com.cn/,广东,中山
康复医学,3,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
康复医学,4,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
康复医学,5,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
康复医学,6,广州市第一人民医院,https://www.gzhospital.cn/,广东,广州
康复医学,7,中山大学孙逸仙纪念医院,,广东,中山
康复医学,8,海南省人民医院,https://www.phhp.com.cn/,青海,海南
康复医学,9,中国人民解放军南部战区总医院,,广东,广州
康复医学,10,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
康复医学,获提名,深圳市人民医院,https://www.szhospital.com/,广东,深圳
康复医学,获提名,广州医科大学附属第一医院,,广东,广州
康复医学,获提名,广西壮族自治区人民医院,https://www.gxhospital.com/,广西,
康复医学,获提名,海口市人民医院,,海南,海口
康复医学,获提名,暨南大学附属第一医院（广州华侨医院,,广东,广州
康复医学,获提名,深圳市第二人民医院（深圳大学第一附属医院,https://www.szrch.com/,广东,深圳
康复医学,获提名,广西壮族自治区江滨医院暨广西壮族自治区第三人民医院,,广西,
康复医学,获提名,南方医科大学深圳医院,,广东,深圳
康复医学,获提名,广州医科大学附属第二医院,,广东,广州
康复医学,获提名,广东省工伤康复中心,,广东,
康复医学,获提名,海南医科大学第二附属医院,,青海,海南
康复医学,获提名,海南医科大学第一附属医院,,青海,海南
康复医学,获提名,南方医科大学第三附属医院,,广东,广州
康复医学,获提名,中山大学附属第六医院,,广东,中山
烧伤科,1,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
烧伤科,2,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
烧伤科,3,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
烧伤科,4,广州市红十字会医院,,广东,广州
烧伤科,5,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
烧伤科,6,深圳市第二人民医院（深圳大学第一附属医院,https://www.szrch.com/,广东,深圳
烧伤科,7,广东省人民医院,https://www.gdghospital.org.cn/,广东,
烧伤科,8,广东省中医院,https://www.gdhtcm.com/,广东,
烧伤科,9,海南省人民医院,https://www.phhp.com.cn/,青海,海南
烧伤科,10,南方医科大学深圳医院,,广东,深圳
烧伤科,获提名,广州医科大学附属第一医院,,广东,广州
烧伤科,获提名,中山大学孙逸仙纪念医院,,广东,中山
烧伤科,获提名,北京大学深圳医院,,北京,北京
烧伤科,获提名,广西壮族自治区人民医院,https://www.gxhospital.com/,广西,
烧伤科,获提名,中国人民解放军总医院海南医院,,青海,海南
烧伤科,获提名,中山大学肿瘤防治中心,,广东,中山
烧伤科,获提名,深圳市人民医院,https://www.szhospital.com/,广东,深圳
烧伤科,获提名,中山大学附属第六医院,,广东,中山
烧伤科,获提名,中山大学附属第三医院,https://www.zssy.com.cn/,广东,中山
烧伤科,获提名,中国人民解放军联勤保障部队第924医院,,,
超声医学,1,暨南大学附属第一医院（广州华侨医院,,广东,广州
超声医学,2,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
超声医学,3,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
超声医学,4,中山大学孙逸仙纪念医院,,广东,中山
超声医学,5,中山大学附属第三医院,https://www.zssy.com.cn/,广东,中山
超声医学,6,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
超声医学,7,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
超声医学,8,中山大学肿瘤防治中心,,广东,中山
超声医学,9,广州医科大学附属第一医院,,广东,广州
超声医学,10,佛山市第一人民医院,,广东,佛山
超声医学,获提名,北京大学深圳医院,,北京,北京
超声医学,获提名,广东省人民医院,https://www.gdghospital.org.cn/,广东,
超声医学,获提名,中国人民解放军总医院海南医院,,青海,海南
超声医学,获提名,桂林医学院附属医院,,广西,桂林
超声医学,获提名,海南省人民医院,https://www.phhp.com.cn/,青海,海南
超声医学,获提名,海南医科大学第一附属医院,,青海,海南
超声医学,获提名,中国人民解放军南部战区总医院,,广东,广州
超声医学,获提名,深圳市人民医院,https://www.szhospital.com/,广东,深圳
超声医学,获提名,深圳市第二人民医院（深圳大学第一附属医院,https://www.szrch.com/,广东,深圳
超声医学,获提名,广西医科大学第二附属医院,https://www.gxmuefy.com/,广西,
超声医学,获提名,广州医科大学附属第二医院,,广东,广州
超声医学,获提名,湛江中心人民医院,,广东,湛江
超声医学,获提名,深圳市宝安人民医院,,广东,深圳
超声医学,获提名,海南省万宁市人民医院,,青海,海南
超声医学,获提名,广东省中医院,https://www.gdhtcm.com/,广东,
超声医学,获提名,广西壮族自治区人民医院,https://www.gxhospital.com/,广西,
超声医学,获提名,海口市人民医院,,海南,海口
超声医学,获提名,海南医科大学第二附属医院,,青海,海南
超声医学,获提名,中山大学附属第六医院,,广东,中山
超声医学,获提名,广州医科大学附属第三医院,,广东,广州
超声医学,获提名,南方医科大学第三附属医院,,广东,广州
泌尿外科,1,广州医科大学附属第一医院,,广东,广州
泌尿外科,2,深圳市人民医院,https://www.szhospital.com/,广东,深圳
泌尿外科,3,广州医科大学附属第二医院,,广东,广州
泌尿外科,4,南方医科大学南方医院,https://www.nfyy.com/,广东,广州
泌尿外科,5,中山大学附属第三医院,https://www.zssy.com.cn/,广东,中山
泌尿外科,6,海南医科大学第一附属医院,,青海,海南
泌尿外科,7,中山大学附属第一医院,https://www.gzsums.net/,广东,中山
泌尿外科,8,广西壮族自治区人民医院,https://www.gxhospital.com/,广西,
泌尿外科,9,广西医科大学第一附属医院,https://www.gxmuyfy.cn/,广西,
泌尿外科,10,广东省第二人民医院（广东省应急医院,,广东,
泌尿外科,获提名,海南省人民医院,https://www.phhp.com.cn/,青海,海南
泌尿外科,获提名,广东省人民医院,https://www.gdghospital.org.cn/,广东,
泌尿外科,获提名,华中科技大学协和深圳医院,,广东,深圳
泌尿外科,获提名,中国人民解放军南部战区总医院,,广东,广州
泌尿外科,获提名,海南省肿瘤医院,,青海,海南
泌尿外科,获提名,中山大学孙逸仙纪念医院,,广东,中山
泌尿外科,获提名,佛山市第一人民医院,,广东,佛山
泌尿外科,获提名,北京大学深圳医院,,北京,北京
泌尿外科,获提名,桂林医学院附属医院,,广西,桂林
泌尿外科,获提名,海口市人民医院,,海南,海口
泌尿外科,获提名,深圳大学总医院,,广东,深圳
泌尿外科,获提名,广州中医药大学第一附属医院,,广东,广州
泌尿外科,获提名,深圳市第三人民医院（南方科技大学第二附属医院,https://www.szdsrmyy.com/,广东,深圳
泌尿外科,获提名,广州市胸科医院,,广东,广州
泌尿外科,获提名,广西壮族自治区胸科医院,,广西,
泌尿外科,获提名,南宁市第四人民医院,,广西,南宁
泌尿外科,获提名,海南医科大学第二附属医院,,青海,海南
泌尿外科,获提名,广东省结核病控制中心,,广东,
泌尿外科,获提名,佛山市第四人民医院,,广东,佛山
泌尿外科,获提名,中山大学附属第五医院,,广东,中山
泌尿外科,获提名,深圳市慢性病防治中心,,广东,深圳
泌尿外科,获提名,深圳市罗湖区人民医院（深圳大学第三附属医院,,广东,深圳
泌尿外科,获提名,南方医科大学珠江医院,https://www.zjyy.com.cn/,广东,广州
泌尿外科,获提名,香港大学深圳医院,,广东,深圳
泌尿外科,获提名,深圳市龙华区中心医院,,广东,深圳
泌尿外科,获提名,广西医科大学第二附属医院,https://www.gxmuefy.com/,广西,
泌尿外科,获提名,南方医科大学第七附属医院,,,
泌尿外科,获提名,广州市第一人民医院,https://www.gzhospital.cn/,广东,广州
泌尿外科,获提名,深圳市第二人民医院（深圳大学第一附属医院,https://www.szrch.com/,广东,深圳
泌尿外科,获提名,暨南大学附属第一医院（广州华侨医院,,广东,广州
泌尿外科,获提名,佛山市中医院,,广东,佛山
泌尿外科,获提名,三亚中心医院（海南省第三人民医院,,海南,三亚
泌尿外科,获提名,深圳大学附属华南医院,,广东,深圳
泌尿外科,获提名,柳州市中医医院,,广西,柳州
泌尿外科,获提名,中山市人民医院,,广东,中山
泌尿外科,获提名,广西壮族自治区南溪山医院,,广西,
泌尿外科,获提名,广州医科大学附属第三医院,,广东,广州
泌尿外科,获提名,深圳平乐骨伤科医院,,广东,深圳
泌尿外科,获提名,南方医科大学第三附属医院,,广东,广州
泌尿外科,获提名,广西国际壮医医院,,广西,
泌尿外科,获提名,中国人民解放军总医院海南医院,,青海,海南
泌尿外科,获提名,广州市妇女儿童医疗中心,https://www.gzfezx.com/,广东,广州
